[21-05-23 10:08:28.376] LOG  : General     , 1684656508376> cachedir set to "C:\Users\zehio\Zomboid".
[21-05-23 10:08:28.381] LOG  : General     , 1684656508381> 21-05-2023 10:08:28.
[21-05-23 10:08:28.381] LOG  : General     , 1684656508381> cachedir is "C:\Users\zehio\Zomboid".
[21-05-23 10:08:28.382] LOG  : General     , 1684656508381> LogFileDir is "C:\Users\zehio\Zomboid\Logs".
[21-05-23 10:08:28.382] LOG  : General     , 1684656508382> ===== System specs =====.
[21-05-23 10:08:28.385] LOG  : General     , 1684656508385> OS: Windows 10, version: 10.0, arch: amd64.
[21-05-23 10:08:28.385] LOG  : General     , 1684656508385> Processor: Intel64 Family 6 Model 158 Stepping 12, GenuineIntel.
[21-05-23 10:08:28.385] LOG  : General     , 1684656508385> Processor cores: 16.
[21-05-23 10:08:28.387] LOG  : General     , 1684656508387> Available processors (cores): 16.
[21-05-23 10:08:28.389] LOG  : General     , 1684656508389> Memory free: 493.0241 MB.
[21-05-23 10:08:28.389] LOG  : General     , 1684656508389> Memory max: 3072.0 MB.
[21-05-23 10:08:28.390] LOG  : General     , 1684656508390> Memory  total available to JVM: 512.0 MB.
[21-05-23 10:08:28.393] LOG  : General     , 1684656508393> C:\, Total: 464.34692 GB, Free: 19.506634 GB.
[21-05-23 10:08:28.394] LOG  : General     , 1684656508394> D:\, Total: 223.56934 GB, Free: 22.659702 GB.
[21-05-23 10:08:28.394] LOG  : General     , 1684656508394> E:\, Total: 1770.2366 GB, Free: 865.7513 GB.
[21-05-23 10:08:28.564] LOG  : General     , 1684656508564> Mobo = [Product=MPG Z390 GAMING PRO CARBON (MS-7B17)].
[21-05-23 10:08:28.730] LOG  : General     , 1684656508730> CPU = [Manufacturer=GenuineIntel,MaxClockSpeed=3600,Name=Intel(R) Core(TM) i9-9900K CPU @ 3.60GHz].
[21-05-23 10:08:28.903] LOG  : General     , 1684656508903> Graphics = { [AdapterRAM=0.41.0.0,DriverVersion=Parsec Virtual Display Adapter,Name=4293918720] }.
[21-05-23 10:08:29.075] LOG  : General     , 1684656509074> VideoMode = [VideoModeDescription=3440 x 1440 x 4294967296 colores].
[21-05-23 10:08:29.245] LOG  : General     , 1684656509245> Sound = { [Manufacturer=NVIDIA,Name=NVIDIA High Definition Audio], [Manufacturer=Valve Corporation Audio DDK,Name=Steam Streaming Microphone], [Manufacturer=Realtek,Name=Realtek High Definition Audio], [Manufacturer=Valve Corporation Audio DDK,Name=Steam Streaming Speakers], [Manufacturer=NVIDIA,Name=NVIDIA Virtual Audio Device (Wave Extensible) (WDM)], [Manufacturer=Nahimic,Name=Nahimic mirroring device] }.
[21-05-23 10:08:29.410] LOG  : General     , 1684656509410> Memory RAM = { [Capacity=8589934592,Manufacturer=04CD], [Capacity=8589934592,Manufacturer=04CD], [Capacity=8589934592,Manufacturer=04CD], [Capacity=8589934592,Manufacturer=04CD] }.
[21-05-23 10:08:29.410] LOG  : General     , 1684656509410> ========================.
[21-05-23 10:08:29.410] LOG  : General     , 1684656509410> -- listing properties --.
[21-05-23 10:08:29.411] LOG  : General     , 1684656509411> java.specification.version=17.
[21-05-23 10:08:29.411] LOG  : General     , 1684656509411> sun.cpu.isalist=amd64.
[21-05-23 10:08:29.411] LOG  : General     , 1684656509411> sun.jnu.encoding=Cp1252.
[21-05-23 10:08:29.411] LOG  : General     , 1684656509411> java.class.path=.;commons-compress-1.18.jar;istack-co....
[21-05-23 10:08:29.411] LOG  : General     , 1684656509411> java.vm.vendor=Azul Systems, Inc..
[21-05-23 10:08:29.411] LOG  : General     , 1684656509411> sun.arch.data.model=64.
[21-05-23 10:08:29.412] LOG  : General     , 1684656509412> user.variant=.
[21-05-23 10:08:29.412] LOG  : General     , 1684656509412> java.vendor.url=http://www.azul.com/.
[21-05-23 10:08:29.412] LOG  : General     , 1684656509412> user.timezone=Europe/Madrid.
[21-05-23 10:08:29.412] LOG  : General     , 1684656509412> zomboid.steam=1.
[21-05-23 10:08:29.412] LOG  : General     , 1684656509412> java.vm.specification.version=17.
[21-05-23 10:08:29.413] LOG  : General     , 1684656509413> os.name=Windows 10.
[21-05-23 10:08:29.413] LOG  : General     , 1684656509413> user.country=ES.
[21-05-23 10:08:29.413] LOG  : General     , 1684656509413> sun.boot.library.path=C:\Games\Project.Zomboid.v41.78.16-0x....
[21-05-23 10:08:29.413] LOG  : General     , 1684656509413> zomboid.znetlog=1.
[21-05-23 10:08:29.414] LOG  : General     , 1684656509414> jdk.debug=release.
[21-05-23 10:08:29.414] LOG  : General     , 1684656509414> sun.cpu.endian=little.
[21-05-23 10:08:29.414] LOG  : General     , 1684656509414> user.home=C:\Users\zehio.
[21-05-23 10:08:29.414] LOG  : General     , 1684656509414> user.language=es.
[21-05-23 10:08:29.414] LOG  : General     , 1684656509414> java.specification.vendor=Oracle Corporation.
[21-05-23 10:08:29.415] LOG  : General     , 1684656509415> java.version.date=2021-10-19.
[21-05-23 10:08:29.415] LOG  : General     , 1684656509415> java.home=C:\Games\Project.Zomboid.v41.78.16-0x....
[21-05-23 10:08:29.415] LOG  : General     , 1684656509415> file.separator=\.
[21-05-23 10:08:29.415] LOG  : General     , 1684656509415> java.vm.compressedOopsMode=Zero based.
[21-05-23 10:08:29.415] LOG  : General     , 1684656509415> line.separator=.
[21-05-23 10:08:29.416] LOG  : General     , 1684656509416> java.vm.specification.vendor=Oracle Corporation.
[21-05-23 10:08:29.416] LOG  : General     , 1684656509416> java.specification.name=Java Platform API Specification.
[21-05-23 10:08:29.416] LOG  : General     , 1684656509416> java.awt.headless=true.
[21-05-23 10:08:29.416] LOG  : General     , 1684656509416> user.script=.
[21-05-23 10:08:29.416] LOG  : General     , 1684656509416> sun.management.compiler=HotSpot 64-Bit Tiered Compilers.
[21-05-23 10:08:29.416] LOG  : General     , 1684656509416> java.runtime.version=17.0.1+12-LTS.
[21-05-23 10:08:29.417] LOG  : General     , 1684656509417> user.name=zehio.
[21-05-23 10:08:29.417] LOG  : General     , 1684656509417> path.separator=;.
[21-05-23 10:08:29.417] LOG  : General     , 1684656509417> os.version=10.0.
